",""text"""
"5600,""kk  bantu sy logout sy masuk gk sulit sy udah terferivikasi email fb tp masuk susah salah mulu udah coba masuk pake username ganti sandi tetep bacaan sah gimana sih banget deh"""
"5601,""ko shopee nya beda yang kenapapppp"""
"5602,""koin shopee berkurang tidak dipakai tau tau habis """
"5603,""kontol anjim shope"""
"5604,"" terasa nyaman belanja tetap bijak  berbelanja happy shopping """
"5605,""limit shopeepay later berkurang jadi melunasi tagihan limit kembali yang dapet separuh limit yang grgr covid tp limit tetap """
"5606,""maaf pihak sopi sya kurang suka aplikasi sya login tidak abis katanya gratis ongkir tidak"""
"5607,""maaf shopee beri bintang limit shopeepaylater turun drastis rp turun menjadi rp limit berubah menjadi belanja aplikasi sebelah """
"5608,""makasih karena  ga menag gipeaway"""
"5609,""baguslll """
"5610,""masa  daftar sopi tidak pake nama  sih udah kali pake nama suami tidak rumit banget sih shopee tidak kaya lazada tidak pake rumit """
"5611,"" pengirimannya prosesnya """
"5612,""member gold tidak menikmati shoppe paylater """
"5613,""menyenangkan belanja d shopee tidak rumit """
"5614,""mudah praktis g rumitttttttttttttttttt"""
"5615,""ntap"""
"5616,""ok aplikasinya bagus tpi suka bete jg pakenya opsi pengirimannya ngk pilih"""
"5617,""oke banget kl freenongkir"""
"5618,""okuy"""
"5619,""olshop fav kuh """
"5620,""olshop terbaikkkkkkkkkkkkk"""
"5621,"" sinyal bagus lambat banget"""
"5622,""pas banget nya senang belanja shopee"""
"5623,""payah kecewa menyesal bayar rb indomart hilang g aja tidak kembali uang ngirim bukti pembayaran susah tidak kirim foto """
"5624,""perbanyak voucher nya"""
"5625,"" voucher gratis ongkir extra berlaku pengguna shopee pay """
"5626,""plss  jawab hub transit paket udh seminggu tpi dimana """
"5627,""produk bagus baik"""
"5628,""puas"""
"5629,""recomend deh pokoknya """
"5630,""recomended"""
"5631,""recommemded"""
"5632,""rumit"""
"5633,""sanagat puas belanja shopee"""
"5634,"" baik membantu"""
"5635,"" berguna"""
"5636,"" buruk shoope limit shoopay later rp melunasi cicilan limit dikembalikan"""
"5637,"" membantu berbelanja keluar rumah dgn berbagai seller yang murah tp kualitas atas"""
"5638,"" memuaskan"""
"5639,"" puas belanja dishoppe pokoknya recomended banget deh """
"5640,"" rekomendasi  belanja"""
"5641,""e mebantu"""
"5642,""  pihak shopy ongkir nya d kurangi  pemesanan dr pulau jawa luar pulau jawa soal nya tidak sesuai harga pembelian dgn ongkir nya orang sumatra mmbeli barang k pulau jawa ongkir nya tidak sesuai dgn barang yang d beli ongkir x liapat dr harga bahan  d bantu"""
"5643,"" dr memakai shopee gratis ongkir yang bener nyata kemudahan pembayaran tagihan pembelian pulsa dll kebijakan shopee tidk dimengerti gratis ongkir kalo memakai shopeepay skr pembayaran tagihan dikenakan biaya penanganan rupiah disam """
"5644,"" suka berbelanja shopee aman gratis ongkir """
"5645,"" pengguna aplikasi olshop baiknya bijak membeli baca spy yakin lihatlah penilaian dr pembeli ingat harga rupa ko yang menawarkan harga murah barang dijaga kualitasnya yaa intinya penjual jujur dg produknya """
"5646,""senang belanja melalalui shopeee"""
"5647,"" sy unduh ngk foto muncul ya cuman muncul harganya  perbaiki msh bagus shopee yang mksh """
"5648,"" update error terus jaringan lancar jaya  diperbaiki """
"5649,""shopeepay later ndak banget ampyun dah harga awal check out diskon eh waktu jatuh tempo bayarnya ndak diskon nyesek tuh bayar beli murah diskon perbaiki dah """
"5650,""sistem keamanan parahh barang diterima uang dah dikirim msih kalah toko ijo untung nominal """
"5651,"" fix pohon koin superrr malas buka shopee"""
"5652,""superb"""
"5653,"" nya kasih bintang gajadi gara keseringan minta perbarui"""
"5654,""tambahkan bank  virtual account"""
"5655,""tempat jual beli online bagus"""
"5656,""terima kasih shopee menyediakan shopee paylater limit jt memberi saran nih barangkali dibuat sistem split bill jadi belanja pakai limit tersedia kurangnya pake shopeepay semoga kedepan shoppepaylater digunakan  membeli tiket kereta """
"5657,""terima kasih shopee hadir dikehidupan jadi mudah  jual beli aplikasi terbaik """
"5658,"" menjadi pilihan  menjawab kebutuhan cepat solusi diberikan mengulang ngulang informasi kapok belanja shoope ntidak ntidak """
"5659,""tingkatkan terus"""
"5660,"" perbaiki lg sistemnya ngebug loading """
"5661,""udah beli voucher ehh ga pke kata nya oktober udah beli tau tau nya ga gratis ongkir ksn kamprettt"""
"5662,"" manfaat berfungsi baik"""
"5663,""usahain anter barang medan ongkir murah cod usahain smua toko cod donk mind """
"5664,""aduhh lambat jrngan udh stabil sprti sbelum diupgrade lancar jaya stelah dupgrade fotonya susah timbul gimna """
"5665,""akun belum mendapatkan shopee paylater ya """
"5666,""alhamdulillah senang terbantu membeli keperluan diskonnya suka yang suka pelacakan pengirimannya """
"5667,"" limit shopeepaylater dikurangi """
"5668,"" bener harganya sepuluh ribu kalo bener kasih bintang lima kasih bintang satu """
"5669,"" bayar ongkir nya murah mahal"""
"5670,"" sophe bulan september mengadakan hadiah sms mndapatkan hadiah jt melunasi biaya admin juta benar """
"5671,""aplikasi nya lambat sinyal dh mb s tetep lambat coba perbaiki lh ajg"""
"5672,""aplikasi anjing dmna iklan a muncul mulu babi ap tdak iklan a d hilangkan woooii"""
"5673,""aplikasi bagus"""
"5674,""aplikasiku loading terus ya min tidak buka jaringan bagus awalnya kupikir update ternyata aja diupdate kasih penjelasan min """
"5675,""app kusuka belanja online"""
"5676,""bagus"""
"5677,""bagus"""
"5678,""bagus banget kalangan murah mahal sesuai kualitas produk potongan gratis ongkir nya pembayaran nya pakai shopee """
"5679,""bagus membantu"""
"5680,"" barang dijual dg program promo gratis ongkir"""
"5681,"" discount barang ori gratis ongkir"""
"5682,"" kecewanya belanja shopee bonus ongkir gk digunakan toko jualan yang curang pesanan gk dikirim"""
"5683,"" penjual jujur"""
"5684,""barang bagus promo"""
"5685,""barang lengkap harga terjangkau"""
"5686,""barang sesuai pesanan thanks ea """
"5687,""barangnya bagus pelayanannya baik pengirimannya cepat"""
"5688,""baru cobha dlu y """
"5689,""bayar tempat ongkos kirim nya k kontol anjing shoppe termahal dunia asu ongkir aja mahal tai asu celeng"""
"5690,""belanja puass"""
"5691,""beli pulsa kaga masuk masuk minta pengajuan balik ga kelar udh minggu faaakk jangan g baru abis kontrak ni"""
"5692,""berbelanja aman praktis shophee aja """
"5693,""bermanfaat blaja shoppe"""
"5694,""betul ngapasih yang kasih bintang satu bagus sopie laku sopi nih dibikin iklanan nama nya iklan tu dipotong bearti laku laku tidak jelasin"""
"5695,""bikin ketagihan belanja klo buka """
"5696,"" shopee berhati hati seller jasa pengiriman paketnya kaya kemarin barang trima bilang ditrima ternyata dua x jam barang baru kirim alamatnya makasih"""
"5697,""cara dapat gratis ongkir gmana sih """
"5698,""cukup nyaman belanja pakai shopee"""
"5699,""even kontolllll orang  katidak main curang bilang curang babi kontol bener nih aplikasi udh ngumpulin susah susah ehh  tuduh main curang dancok shope khontolll anjing"""
"5700,""tidak jelas abdate"""
"5701,""bagus app"""
"5702,""  kecewa bener shoppe gk membela customer gk melindungi customer baik gopay tokopedia mudah menjaga customer memberikan hak hak customer shoppe mah seakan perduli yang pikirkan keuntungan sa """
"5703,""bagus"""
"5704,""jaringan ok aja tidak muncul fotonya udah uninstal udah clear chache log in keluar tetap aja tidak muncul  diperbaiki """
"5705,""kadang signal kuat baru buka aplikasi"""
"5706,""kasih harga murah y"""
"5707,""kecewa aja g kode verifikasi eror terus jaringan bermasalah lancar lancar aja login susah banget beli paket """
"5708,"" kasih bintang tiga shopee pas udaah cod pesanana nya ga """
"5709,"" login akun no tri kode otp nya ga masuk masuk yah pdhl suka belanja shoppe tp klo gni gmna belanja nya jelasin kenapaa kode otp no tri ga bisabisa jd kecewa """
"5710,"" pas login isi nama tulisan nya nama sah karakter kesal banget beli tidak foto aduhhh gimana sih aplikasi """
"5711,"" diperbaharui aplikasi nya down tanggal sept baru update  tanggal sept minta update maunya sih """
"5712,"" transfer uangnya pas besokn katanya stok habis uang kembalikan biarpun suami susah cari uangnya"""
"5713,""bagus banget"""
"5714,""bagus dah  diskon nya udh ngalahin tokped """
"5715,"" malas pake shopee rumit komplain tidak gubris minta pengembalian dana ajh rumit """
"5716,"" melakukan pembelian e money shope"""
"5717,""lambat banget bikin kesal """
"5718,""mak shopee download lagu tolol"""
"5719,""mantaaaaps"""
"5720,""bagus barang pesan mengecewakan uang bakal kembali membatalkan pesanan"""
"5721,""baguspp"""
"5722,""mantep"""
"5723,""membantu banget online shop ditengah pandemik covid semoga sukses tambh lg vocer gratis ongkir ny"""
"5724,""membantu belanjaku aman hehe"""
"5725,""mempermudah sih shopee bayar bpjs listrik udah g belanja gratis ongkir hihih cashback berupa koin ditambah shopee paylater tau pihak shopee menambahkan shopee pinjam akun heheh terima kasih """
"5726,""menarik"""
"5727,""min  ga klaim voucher gratis ongkir temen pengguna shopee hari klaim voucher gratis ongkir ga ya hari cek ga pembaruan voucher gratis ongkir  bantuannya ya min """
"5728,""min kode pos tidak akurat solusinya """
"5729,""ok ok aja sih shopee diskon gratis ongkir syukaaaaa"""
"5730,""ongkir ga manusia wi"""
"5731,""online terpercaya"""
"5732,""ooooiii iklanmu baik  dilihat terutama anak remaja pria gadis bintang iklannya keliatan pusarnya kayak wanita india  bikin iklan sopan dikit bangsa bangsa bermoral makasih"""
"5733,""platransferrom shopping bagus"""
"5734,""pokoknya oke deh"""
"5735,""produknya bagus """
"5736,""puas belanja shopee"""
"5737,""rasanya menyenangkan belanja secara online pengirimannya cepat """
"5738,""ratingnya satu bintang aja soalnya pembayaran lewat dana coba bintangnya dipenuhin"""
"5739,""recomend"""
"5740,""recomended"""
"5741,""respon cepat barang bagus"""
"5742,"" membantu kondisi tetap tingkatkan kepercayaan publik """
"5743,"" punya gratis ongkir tidak gunakan pdhal kemarin udah update tidak pakai """
"5744,""sejauh menyukai shoope it s bagus """
"5745,""sekedar info min memesan barang udah menunggu barangnya datang tidak datng datng min udh bulan barang datng untung dibayr terima kasih """
"5746,"" kesini buruk voucher gratis ongkir terbatas bayar pakai shopeepay shopeepay later sya hilang limit nya"""
"5747,"" barang tangan sesuai yang pesan"""
"5748,"" upgrade pas belanja online gabisa kebuka keterangannya terpaksa berhenti terus uninstal belanja lazada"""
"5749,""shopee """
"5750,""shopee memberikan kemudahan  penggunanya senang shopee memberikan terbaik """
"5751,""suka bangettt"""
"5752,""sukses terus shopee """
"5753,""sya puas belanja shopee"""
"5754,""sya suka bngen belanja shopee barang yang cacat gk sesuai pesanan minta pengembalian barang dana sya kali belanja shopee selalu puas"""
"5755,""syukkaaa"""
"5756,""tankyou"""
"5757,""tempat kebutuhan era milenial """
"5758,"" pembayaran akulaku diakun gimana """
"5759,"" kasih batas waktu pembatalan otomatis rinci jam menit g masak seller kampret yang tidak batalin pesanan chat tidak jawab udah ngajuin pembatalan tgl kata sistem shopee dibatalkan tgl tidak batalkan ulasan lengkap"""
"5760,"" pihak shopee log in akun suruh menunggu kode verifikasi nya udah berbagai cara udah liat youtube tetep tidak banget menunggu kode verifikasi nya sinyal bagus"""
"5761,""bagus"""
"5762,"" udah daftar tp ngga """
"5763,""udah ngumpulin koin belanja trus shopee masa tibatiba koin nya hilang ribu jadi tinggal gimana ya """
"5764,"" updt terusss pubg """
"5765,""woi shopee ngelak gamau keluar fotonya percumah dounload ngelak"""
"5766,""yahutttzz """
"5767,""adminnya gercep kurirnya ramah barang datang tepat waktu"""
"5768,""ajuin pembatalan gratis ongkir extra cashback extra klik lewat by tim shopee chat dn menunggu sdh sminggu berujung tidak batalkn chat bilangnya kena biaya admin besar pas penjualan dn bolak balik ngechat timnya ckck ujung cashbacknya extra baru """
"5769,"" suka shopee karena ladang usahaku hari koinya selalu berkurang yah  lbih bijak lg """
"5770,""alangke lambatnyo oi perbrui shopee ni cpet dkit apooo"""
"5771,""alhamdulillah dijawab shopee complain benar benar beres kembalikan bintang nya"""
"5772,""amazing"""
"5773,""anjir beli pulsa k dana g masuk beli kuota gb k shopee g masuk uang hangus k gara mending nambah modal bisnis """
"5774,"" serba sepuluh ribu asli edit oke thanks min semoga beruntung """
"5775,""aplikasinya baguus"""
"5776,""aplikasi jual beli online bagus recomended """
"5777,""aplikasi nya udah mulai bagus"""
"5778,""aplikasi toko online ko mb berat banget hp"""
"5779,""aplikasi membantu"""
"5780,""asyiiiik cuy seeh gratis ongkir nya tidak dibatasi nilai pembelian yaa """
"5781,""bagus"""
"5782,""bagus banget cumah batasan checkout ya  yang pakai voucher mencapai limit harian """
"5783,"" bagus skali waktu pngiriman sesuai barang dipesan tpi  ma af sbelumnya terkadang mengalami toko kurang memperhatikan pemesanan terkadang nglewati batas pengiriman tpi pesanan diproses tpi gpp smuanya kelebihan kekurangan trimakasi """
"5784,""bagus"""
"5785,""bagus berkualitasss"""
"5786,""bagus udh download tiba kehapus gk jelas"""
"5787,""baguss pokoknya"""
"5788,"" produk sale pengiriman cepat bx promo pot ongkir sukses sllu"""
"5789,"" diskon berasa murah aja marketplace daaan gratis ongkir terus """
"5790,""belanja aman dshopee"""
"5791,""belanja mudah"""
"5792,""bagus"""
"5793,""bintang aja biar evaluasi segi pelayanan yang jelas gk kaya toko sebelah udh ok gk bagus pelayanannya """
"5794,""blnja harga murah produk oke promo oke"""
"5795,""burik kaya epep"""
"5796,""cepat enak paketan aman sampe rumah makasi"""
"5797,""chat bantuan shopee buruk memberi solusi sdh dtup aja chatnya"""
"5798,""dasarr shoppe tolol iklan terus main game dasar shope tolool"""
"5799,""ecomers bagus"""
"5800,""efisien beli barang"""
"5801,""gg"""
"5802,""gimana baru bagus upp lupa pin blokir  bantuannya """
"5803,""bagus aplikasi"""
"5804,""harga yang ditawarkan pastinya murah"""
"5805,"" lambat ya aplikasinya bikin semangat belanja berkurang haha"""
"5806,""jelek tertipu"""
"5807,""joss lahh"""
"5808,""katanya kalo disuruh coleh sosmed shopee eh pas masalah error waktu hubungi sosial media respon kesini mengecewakan pelayanan memuaskan ganti sebelah aja"""
"5809,"" shopeepay sih secara pelajar belum punya ktp metode pembayaran jadinya susah pake shopeepay rumitt jadinya klo pelajar """
"5810,"" nih halaman ny masalah sinyal kuat banget bilang coba periksa jaringan pesan tidak """
"5811,"" tawar barang dimasukan keranjang gaada keranjangnya shopee nya ikhlas ngga sih barangny tawar """
"5812,"" aplikasi update tidaak lg melacak posisi paket menyesal update"""
"5813,"" ya ko suka tiba akun blokir"""
"5814,""bagus min"""
"5815,"" shopee download"""
"5816,""koq hp aplikasi lg gratis ongkir sbelumnya blnja d shopee dlm seminggu mahal ongkir berlipat harga barang jdi mikir blnja lg lw ongkir luar """
"5817,""lambat"""
"5818,"" baik"""
"5819,""lambat"""
"5820,"" katanya pengguna baru gratis pulsa k bohong aja """
"5821,""baguss banget bos qu"""
"5822,""bagus """
"5823,""bagusppp kendala"""
"5824,""bagus ss jual beli online coba cm shopee mengedepankan pelayanan pengiriman jual beli barang dgn kualitas terbaik prosedur safety ny  barang yang pesan terhng memadai layak aman tujuan trims shopee"""
"5825,""matapp npi mah leg"""
"5826,""membantu banget kondisi pandemi kaya gini mah """
"5827,""memuaskan"""
"5828,""memuaskan belanja shopee"""
"5829,""mengecewakan katanya bantuan soal shopee pay later nya keringannan biyaya tutidakan alasan terjadi pandemi covid nihil doang akun jadi kena kunci """
